Running for contest :  7
userid ->  In3reBZQ69Q420i8tnfcw4tsOeB2
userid ->  QBShTD3mTLQYFdOo7SKenXPSaZO2
userid ->  bo3BubUYlpRjYG98jSXeNchcTEz2
userid ->  rwVsASXmLBfvbYRlhuLLPgRuYPq1
userid ->  UQdHoGc8Hhaxs7OKNV8A4M8KqGx2
userid ->  OlWtXmCcqYhxJ7YcsIFJt3yHcm02
userid ->  dWVjpzuCbUSqZIqpgf8YoRWRtGc2
userid ->  dxX5Of0dfMUt8ernj3b4SNOrUmt1
userid ->  bTqMkcmttGSTPhVeje1bmUoKI522
userid ->  IkkpXpSTyzdZG9pgFp2tPSEG3eZ2
userid ->  eFBZ1YwFQpd3T57bsg6b4XA0Gx53
userid ->  iLZ8RBQOdTaJ20OofflHqgDOSOz1
userid ->  yxVeoT6wHXWMFx9n4QNsXAZK9t62
userid ->  VaMymmoFHQbULGzN61As7iWluI32
userid ->  LMnfLSQsWDTMKpscW1DtEJg8Rsk1
userid ->  KweuM9l5U5QypoRg8yViwajXyqU2
userid ->  Egzxttc577Soj6zByWpQO7xwvB93
userid ->  yUXZBBsbzCRdwShhWOFhgN4lODz2
userid ->  rxnOVGn6Qre4tyn6imWv56VmCAJ3
userid ->  WRuEncqH9oX3Er9BSKqjYzNR7tS2
userid ->  OBjUXjd7LReFcnppuWVLaHOhV5U2
userid ->  KOaihBV2SFf6o2hbtNb5ffV3hlN2
userid ->  k7mWI79DQCN28w5Oto78y5WvVEw1
userid ->  yUdGLWYVdkVLizlF04ioWOMOdWi2
userid ->  A6EwoSXcjxfnYbtcbWlIKS1Movr2
userid ->  AhyLQeEkDfYJ76G7FrrPkxhVGbP2
userid ->  BxFJIBEnRRdhbLfQwSjC7UStIWr1
userid ->  YXtgw97gtjewMxkIN692ywgHHps2
userid ->  0UBO8ccRWTXU07CT6jSBrlxhy5v2
userid ->  aK5a6lABiLarM766Y8XQpKZoTU23
userid ->  5vid2V2Rqtd5HHYTQS6aQNBzVrB3
userid ->  WxBGXrA5DibesSKGgSmWLTSvVTX2
userid ->  j3HjnzDWAQgYBiBWN2q4m3Mny4T2
userid ->  BXfOi98qIVa2pNSIxBYNFxPijzs1
userid ->  1ZSrb7p5LaMIRL82Db6Im9o5B472
userid ->  ljJNNBzU55RVd7buJIRmUofPacg2
userid ->  0dfEdbl1sWdq8sFzK664UfMczMq1
userid ->  cqHfc3hF61XpFlVu2tLG11u2Pv73
userid ->  CCngmo8AescsESTaakIGfXXwHvF2
userid ->  1Wf78JvjE9Q4jlCl3PXM2r2FANd2
userid ->  PtrNmXNVsYSBIoyNPATRVZylIsx1
userid ->  b5qrkGv63GXRgpwSSjpQ6134jen2
userid ->  gqfc7MZn1SgjWGvVrqMb6QZ1bL03
userid ->  kSh8tLzaGzWDg0z1DYRGBo1A41x2
userid ->  me5DZKbcHaZoF1U6o0ZMtFNrwYp1
userid ->  ohFgvJU8YBR6AFzfg95HiFQDPgG2
userid ->  9L78JJe6VbXEJ0TvNSLcIBTIWJj2
userid ->  3agTKoqFJiSMzNTxpmUsPHNTRxG2
userid ->  DFyB7UpUpeM5VZW1KwqBaS4BAKG2
userid ->  JfZGU4QpJkMRr4Abp9af8bURTnF3
userid ->  YglKRZyRWJN77SNW9iAIc5MgdFm1
userid ->  gYh0tDT6VnVh657KlnCktCUVwD53
userid ->  p7auPTycd1YmfgOWKcrWPr8jOrc2
userid ->  LI85yshWvzPxBPz1xBqyuBhSrf63
userid ->  z9AdGyJpJySEP2cRifhMdsqxJ2s1
userid ->  fv8XrFvqvaUhA5JgFIDndT9tiAF2
userid ->  7HbmcALfGeSJYSptbHxijyP1Umh2
userid ->  SpkT5XRV2fMsa1wpctqyHJR67Uh2
userid ->  ZYr3BCT2wIOtzw0fUEOVGqCmL0r2
userid ->  WWuRlXHLlJc3SJTkfmhYYAGos422
userid ->  YmRoCwAZM1PAfg4nZSKRkXLIbNV2
userid ->  fv6M0xRXGAgd0hGcdoMR9CV7RhI2
userid ->  ifqpX27zzaZwUfJ6Xck5V7m47DY2
userid ->  pJXuldZF1xZuY4SgSzfofHqCLZA2
userid ->  2qxVdkTvNSVhU92M8rxizKLDjsj1
userid ->  9RvWyVUo58brbpGiERBKcf9M7Br1
userid ->  VjyS7DF3ywbekfszekGqSv2PoR32
userid ->  nnUT2ocZCoabTMPFiNFaZdMCH4z1
userid ->  qKyS0BNw90cMoRdSYEOTlucHQ8y2
userid ->  QRpeBO4m0OhHyNA7UHvDcLSg9x72
userid ->  62sYXcb3LfhMkg2ug3SfWzHfoRF3
userid ->  2i6BAb5F0Ze1F8eNv2KGKG0hbif1
userid ->  IqdU6hWXqvekKe0yLLAcVw88BAm2
userid ->  me23Jqjl4ehwIMpdzK8Jmmd1x2T2
userid ->  GxWGMIkDyJSnmwIRKYvDoxVo4G03
userid ->  DWHtwRK53Se6WcpkWPWVnsQVQkL2
userid ->  gMIQEMJqgkcp99dAinYjvgs6K3o2
userid ->  k5oVxEMYXUg8iHpwAPtHEtbWidX2
userid ->  CT8CPHEcN9RVjJXqdioso6a4LBu2
userid ->  i8p4Z206LtY5HWvBBrxe8eA5pOl1
userid ->  d3rDHEwwv4f1zoaZVcC0g1RG6bX2
userid ->  AmsrC1qEjxV9LUHFaJLxppgDHlf1
userid ->  cGT9l2R43WfMweCasHTyyXjSHkj2
userid ->  eQHKQ7rTJlhkBefX6bWSAoIWBvH2
userid ->  k4hcpat1z8f1bcHCjpBIv2cjk1y2
userid ->  k7QBAebhqJPZHnbenZE5jJFLgBF2
userid ->  uQXuKtZuoFUIK5iPtjWq5ViIOnd2
userid ->  Y5pLRkXK90VbjPVQ48vHDlmTBYB3
userid ->  PXMcdO4TstfSGqqqdsO7eqmbqJv1
userid ->  N5DarvgeaCg7twn1C6dfSoVY8n73
userid ->  T6GNcS6Ia5QUQwTgHQn0YWxlU1Y2
userid ->  yWU8UkzarTS4PnaCMB3vsnMpC7a2
userid ->  F5uBEAVg91Oyr2UEGLvfBK4X3J52
userid ->  d9K40L7m73ZGNvKLqlkL7A2dC613
userid ->  789RUZfYE0SW4GfCWFE0mIJbzG02
userid ->  GdBk4881RZPJIPek9KHi6sjNirG2
userid ->  IBGVqmWSGSWnW21CNCOWFXNPCYs2
userid ->  tHRpMXi5lYNcn3Nj5dcdKBBTAOp1
userid ->  uhO5v56VDXOuopC7TKt2jcefHD42
userid ->  wf3VDyb7IhNISCLUPTBhQRkDc5q1
userid ->  unj92u3wxVOQ3CbVZF8zhIiqTAq1
userid ->  MrHuWKrKtbWAGqCp8UNhrq5mTrm1
userid ->  UQJ5jWIWXZfCKuQ35dg4yvWBRxY2
userid ->  hQ0rXDuqleXUWu4ANHi85cSwwSQ2
userid ->  IkAfCq28cCdUIkjRidQzgVNQmEG3
userid ->  6hzcQuTiCpYzqSGzDXuMcZSQyI43
userid ->  7l7LgatbI1hBqecMvx9MLTAcWIv1
userid ->  VdXaHJPlBPhGOUdMClNuXrdVTk53
userid ->  VU3v7LTxiXdloIXFXc8SrrUiOnM2
userid ->  nTksflePLvbffWjhCYp1RUPvb6w1
userid ->  wDAjelq8zvhPZpWGkGtYMY3W6Ty2
userid ->  o7iVHxjiQUXSV3BUdDYIUaaouzz2
userid ->  9sY5QUauMhfUKy2xGPvhO2TWjvj1
userid ->  FqqvlxTcF5fIUFzRCBkupv0vs6h1
userid ->  fEFyvMtkoWbSKChuf65MQGZ85ex2
userid ->  19DCNhX1orNeZ1tx4loFKFwHBqU2
userid ->  Q3GkceJTLCfDfdqCVdNJZY65L872
userid ->  YGSYvSHCnCbs7CbHwDdqhpfojnF3
userid ->  428V3zA1TRRLTz314EUXXio9C8g2
userid ->  6Jl3SYVdeLfCVnn3KRInVIdzu8v1
userid ->  71TR7AytxtXkQf8nFKbjpTAM0ZJ2
userid ->  9x5dgiRZkSPBMAnsGLzoKVM3pqY2
userid ->  AM2nHBXQM4frMCjPjAuMnPb189F2
userid ->  CRBnwDca1LaIURZ606KXAddVCv32
userid ->  DgkRz0eEM1ZmbQg36Szm3cwzDMu1
userid ->  JgwTOdZnpLgts6eknDf1Wa3xTz22
userid ->  Ll1RSNqh7MM9djhxrKEIAgBzl3m2
userid ->  RcvvWQq7HKdkOmCtVj3I4tJqWiI2
userid ->  SPgplDx91CcjQHVGCWic992SWpb2
userid ->  aCtgkIW5tcQMnR1ibt23jscGUFB3
userid ->  amAxJQvLTiOEmuln6Z5YxFNMnjD2
userid ->  hErs41TxU9cuUOevLvBSurphPLZ2
userid ->  iAgqx5MqQ0d9tFYecyPtRfcoWHq2
userid ->  jgnFW3YLT1THeL0QN9gyfQ7bCW42
userid ->  lNlLiI22g0bZr7k3CU4ittmxSyI2
userid ->  meiEiDQnRTakU2rmswQBcbOUlxy2
userid ->  npg2Wy2kvdhQQFZt7JqemB4gXaT2
userid ->  pFqua3vMY3fEoTXtEdKe3EehxWN2
userid ->  pXX8jag2FsYrVALFKPwIPCpSzR13
userid ->  qAFPyVzbLYUzkGN0H4ZFpsNshsF3
userid ->  qKy5VPdNFuhHuKlDt8Gm5qCwDyt1
userid ->  qw4SKlwMbLV30gVeQcG4aH3sIhf1
userid ->  ujjRSXartnSAOXk3bSbaAjKTn8T2
userid ->  vlDPbV5yuXWLX3MHSu2zKT5Xpg32
userid ->  zvJqJHbtwOc1pChWGFIpp5dP3R82
userid ->  UD48RTnRAQZq1jo42gdsrTd53vt1
userid ->  AMHZ8SwbeJPlyT8L4UWI9Mjigb52
userid ->  98RvCGN67sTxkkFcKYCkvYWddId2
userid ->  PPSQuoVUkONTaFo5MHNOQRMw2kx2
userid ->  PDULU4g322h6C18UMbj9saOqn1x1
userid ->  Qa7uMT1rOtaj1joPm2Wim1EHa4B3
userid ->  4Ht7dDsZjsfQHznPUGCXBlsVoCX2
userid ->  tUqQHMndyRW4IZmi6OT3zawWoM32
userid ->  M84jqE3XtCg4TlnjUVW6vgG2F0b2
userid ->  6WhVaFFgqqYjmLgmPeCAQak4XPt2
userid ->  nGfo00DfC5Xy8pZGWi9v7cm5vbJ3
userid ->  imhhH0Oi7UXWA0tfXXMwjdn8a8p2
userid ->  3FxMnjHvOcfq1qkbDMvFhMz500h1
userid ->  TKp9PGflE5f1uionLmRXbvfifwe2
userid ->  hJnWVdumzFaJtQBAf0H435KRMdn2
userid ->  D7YrR0DhRUY31sGZdyiacZdtCuR2
userid ->  u8RYCVJcI4XPep7ybGYeoP6kaTh2
userid ->  dColLZgcZ2gtxctE2LWtBXKjsDC3
userid ->  XhcZD79sDLQu7BMgt5k6iY8O8mS2
userid ->  e5yhCXCQ8ROLVm6tKgVdXDeZdUm1
userid ->  sgGMQsXWhhdHx9lYfRjOrzz6Eek2
userid ->  89XuvvpbPgY5RCvkbL1E4hPJRWo1
userid ->  PtTidb2O7FYKh8UyUL1McFfONGI2
userid ->  4v0VpyOvn1Rp7bDAO6PXpOIh9Ww1
userid ->  ByHwKADWPPToRUSh9ASdIDOmZKH3
userid ->  bkPBtWiAKqdAEFDZ516nP5EwkJo2
userid ->  QRhiBnVgoqQseOoqi8048IiXv5g2
userid ->  oRP8QQ1HNXdveXYqcNAO9u2WLR83
userid ->  6jGT1SqG0IPknWecRsX3i7F4hfy2
userid ->  k0qvjGNWfJgfTiQRWjkYYR5DMQM2
userid ->  54wlzJDpMVMTcOIrRvriDDCbhx93
userid ->  br4Awd90BLes59Ai4dp1Yz1t7S92
userid ->  fLRVm9y6B3g4yOIUFNZmg0HGEec2
